PATTERNID,PATTERNSET,PATTERNNATURE,PATTERNNAME,PATTERNDESCRIPTION,REGEXPATTERN,PRIORITY,CATEGORY,FIX,REMEDIATION,REMEDIATIONDESCRIPTION,REMEDIATIONEFFORT,MANDAYS,SNO_PHASE_BATCH,TOTAL,APPLICATIONNAME,TRACK,PHASE,BATCH,APPLICABLE THIRD PARTY NEW JAR,JDK-COMPATIBILITYSTATUS-CONCLUDED,JDK8-COMPATIBLE,JDK21-COMPATIBLE,JDKCOMPATIBILITYRULEHINT,WLS12CCOMPATIBLE,WLS14CCOMPATIBLE,OPENREWRITE_RECEIPE,TESTCASE_UNIT_NO,TOTAL
279,Set 3 - Third Party,THIRD-PARTY (POI jar),poi-ooxml-schemas-3.8-20120326.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.openxmlformats\.schemas|org\.openxmlformats\.schemas\.drawingml\.x2006|org\.openxmlformats\.schemas\.spreadsheetml\.x2006|org\.openxmlformats\.schemas\.wordprocessingml\.x2006|org\.openxmlformats\.schemas\.presentationml\.x2006|org\.openxmlformats\.schemas\.officeDocument\.x2006|schemasMicrosoftComVml\.impl|schemasMicrosoftComOfficeOffice\.impl|schemasMicrosoftComOfficeExcel\.impl|schemaorg_apache_xmlbeans\.system\.sE130CAA0A01A7CDE5A2B4FEB8B311707\.TypeSystemHolder)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.openxmlformats\.schemas|org\.openxmlformats\.schemas\.drawingml\.x2006|org\.openxmlformats\.schemas\.spreadsheetml\.x2006|org\.openxmlformats\.schemas\.wordprocessingml\.x2006|org\.openxmlformats\.schemas\.presentationml\.x2006|org\.openxmlformats\.schemas\.officeDocument\.x2006|schemasMicrosoftComVml\.impl|schemasMicrosoftComOfficeOffice\.impl|schemasMicrosoftComOfficeExcel\.impl|schemaorg_apache_xmlbeans\.system\.sE130CAA0A01A7CDE5A2B4FEB8B311707\.TypeSystemHolder)\.)|(?:\b(?:org\.openxmlformats\.schemas|org\.openxmlformats\.schemas\.drawingml\.x2006|org\.openxmlformats\.schemas\.spreadsheetml\.x2006|org\.openxmlformats\.schemas\.wordprocessingml\.x2006|org\.openxmlformats\.schemas\.presentationml\.x2006|org\.openxmlformats\.schemas\.officeDocument\.x2006|schemasMicrosoftComVml\.impl|schemasMicrosoftComOfficeOffice\.impl|schemasMicrosoftComOfficeExcel\.impl|schemaorg_apache_xmlbeans\.system\.sE130CAA0A01A7CDE5A2B4FEB8B311707\.TypeSystemHolder)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,187,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Review,NA,NA,NA,NA,0
280,Set 3 - Third Party,THIRD-PARTY (JNDI jar),providerutil.jar,Third-party library present in application lib folder (exploded project).,,Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1,188,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Crypto,NA,NA,NA,NA,0
282,Set 3 - Third Party,THIRD-PARTY (XML jar),saxpath.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.saxpath|com\.werken\.saxpath|com\.werken\.saxpath\.DefaultXPathHandler\$Singleton|org\.saxpath\.conformance\.ConformanceXPathHandler|com\.werken\.saxpath\.DefaultXPathHandler|org\.saxpath\.helpers\.XPathReaderFactory|org\.saxpath\.SAXPathParseException|org\.saxpath\.XPathSyntaxException|com\.werken\.saxpath\.XPathReader|org\.saxpath\.SAXPathEventSource)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.saxpath|com\.werken\.saxpath|com\.werken\.saxpath\.DefaultXPathHandler\$Singleton|org\.saxpath\.conformance\.ConformanceXPathHandler|com\.werken\.saxpath\.DefaultXPathHandler|org\.saxpath\.helpers\.XPathReaderFactory|org\.saxpath\.SAXPathParseException|org\.saxpath\.XPathSyntaxException|com\.werken\.saxpath\.XPathReader|org\.saxpath\.SAXPathEventSource)\.)|(?:\b(?:org\.saxpath|com\.werken\.saxpath|com\.werken\.saxpath\.DefaultXPathHandler\$Singleton|org\.saxpath\.conformance\.ConformanceXPathHandler|com\.werken\.saxpath\.DefaultXPathHandler|org\.saxpath\.helpers\.XPathReaderFactory|org\.saxpath\.SAXPathParseException|org\.saxpath\.XPathSyntaxException|com\.werken\.saxpath\.XPathReader|org\.saxpath\.SAXPathEventSource)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,189,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Review,NA,NA,NA,NA,0
283,Set 3 - Third Party,THIRD-PARTY (XML jar),serializer.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.xml\.serializer|org\.apache\.xml\.serializer\.utils|org\.apache\.xml\.serializer\.dom3|org\.apache\.xml\.serializer\.ObjectFactory\$ConfigurationError|org\.apache\.xml\.serializer\.NamespaceMappings\$MappingRecord|org\.apache\.xml\.serializer\.ToStream\$WritertoStringBuffer|org\.apache\.xml\.serializer\.OutputPropertiesFactory\$1|org\.apache\.xml\.serializer\.EncodingInfo\$EncodingImpl|org\.apache\.xml\.serializer\.AttributesImplSerializer|org\.apache\.xml\.serializer\.NamespaceMappings\$Stack)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.xml\.serializer|org\.apache\.xml\.serializer\.utils|org\.apache\.xml\.serializer\.dom3|org\.apache\.xml\.serializer\.ObjectFactory\$ConfigurationError|org\.apache\.xml\.serializer\.NamespaceMappings\$MappingRecord|org\.apache\.xml\.serializer\.ToStream\$WritertoStringBuffer|org\.apache\.xml\.serializer\.OutputPropertiesFactory\$1|org\.apache\.xml\.serializer\.EncodingInfo\$EncodingImpl|org\.apache\.xml\.serializer\.AttributesImplSerializer|org\.apache\.xml\.serializer\.NamespaceMappings\$Stack)\.)|(?:\b(?:org\.apache\.xml\.serializer|org\.apache\.xml\.serializer\.utils|org\.apache\.xml\.serializer\.dom3|org\.apache\.xml\.serializer\.ObjectFactory\$ConfigurationError|org\.apache\.xml\.serializer\.NamespaceMappings\$MappingRecord|org\.apache\.xml\.serializer\.ToStream\$WritertoStringBuffer|org\.apache\.xml\.serializer\.OutputPropertiesFactory\$1|org\.apache\.xml\.serializer\.EncodingInfo\$EncodingImpl|org\.apache\.xml\.serializer\.AttributesImplSerializer|org\.apache\.xml\.serializer\.NamespaceMappings\$Stack)\.[A-Za-z_$][\w$]*\b)",Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1,190,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-XML-Align,NA,NA,NA,NA,0
284,Set 3 - Third Party,THIRD-PARTY (LOG4J jar),slf4j-api-1.7.30.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.slf4j|org\.slf4j\.helpers|org\.slf4j\.event|org\.slf4j\.spi|org\.slf4j\.helpers\.Util\$ClassContextSecurityManager|org\.slf4j\.helpers\.SubstituteLoggerFactory|org\.slf4j\.event\.SubstituteLoggingEvent|org\.slf4j\.helpers\.BasicMarkerFactory|org\.slf4j\.helpers\.MarkerIgnoringBase|org\.slf4j\.event\.EventRecodingLogger)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.slf4j|org\.slf4j\.helpers|org\.slf4j\.event|org\.slf4j\.spi|org\.slf4j\.helpers\.Util\$ClassContextSecurityManager|org\.slf4j\.helpers\.SubstituteLoggerFactory|org\.slf4j\.event\.SubstituteLoggingEvent|org\.slf4j\.helpers\.BasicMarkerFactory|org\.slf4j\.helpers\.MarkerIgnoringBase|org\.slf4j\.event\.EventRecodingLogger)\.)|(?:\b(?:org\.slf4j|org\.slf4j\.helpers|org\.slf4j\.event|org\.slf4j\.spi|org\.slf4j\.helpers\.Util\$ClassContextSecurityManager|org\.slf4j\.helpers\.SubstituteLoggerFactory|org\.slf4j\.event\.SubstituteLoggingEvent|org\.slf4j\.helpers\.BasicMarkerFactory|org\.slf4j\.helpers\.MarkerIgnoringBase|org\.slf4j\.event\.EventRecodingLogger)\.[A-Za-z_$][\w$]*\b)",Low,Logging Facade,Keep SLF4J API; ensure only one binding is present.,No-Change/Align,Remove duplicate bindings; validate logging output.,Low,0.25,191,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-SLF4J,NA,NA,NA,NA,0
285,Set 3 - Third Party,THIRD-PARTY (LOG4J jar),slf4j-simple-1.7.21.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.slf4j\.impl|org\.slf4j\.impl\.SimpleLoggerFactory|org\.slf4j\.impl\.StaticLoggerBinder|org\.slf4j\.impl\.StaticMarkerBinder|org\.slf4j\.impl\.StaticMDCBinder|org\.slf4j\.impl\.SimpleLogger\$1|org\.slf4j\.impl\.SimpleLogger)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.slf4j\.impl|org\.slf4j\.impl\.SimpleLoggerFactory|org\.slf4j\.impl\.StaticLoggerBinder|org\.slf4j\.impl\.StaticMarkerBinder|org\.slf4j\.impl\.StaticMDCBinder|org\.slf4j\.impl\.SimpleLogger\$1|org\.slf4j\.impl\.SimpleLogger)\.)|(?:\b(?:org\.slf4j\.impl|org\.slf4j\.impl\.SimpleLoggerFactory|org\.slf4j\.impl\.StaticLoggerBinder|org\.slf4j\.impl\.StaticMarkerBinder|org\.slf4j\.impl\.StaticMDCBinder|org\.slf4j\.impl\.SimpleLogger\$1|org\.slf4j\.impl\.SimpleLogger)\.[A-Za-z_$][\w$]*\b)",Low,Logging Facade,Keep SLF4J API; ensure only one binding is present.,No-Change/Align,Remove duplicate bindings; validate logging output.,Low,0.25,192,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-SLF4J,NA,NA,NA,NA,0
286,Set 3 - Third Party,THIRD-PARTY (SPRING jar),spring-aop.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.springframework\.aop|org\.springframework\.aop\.aspectj|org\.springframework\.aop\.framework|org\.springframework\.aop\.support|org\.springframework\.aop\.aspectj\.annotation|org\.springframework\.aop\.interceptor|org\.springframework\.aop\.target|org\.springframework\.aop\.config|org\.springframework\.aop\.framework\.autoproxy|org\.springframework\.aop\.framework\.adapter)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.springframework\.aop|org\.springframework\.aop\.aspectj|org\.springframework\.aop\.framework|org\.springframework\.aop\.support|org\.springframework\.aop\.aspectj\.annotation|org\.springframework\.aop\.interceptor|org\.springframework\.aop\.target|org\.springframework\.aop\.config|org\.springframework\.aop\.framework\.autoproxy|org\.springframework\.aop\.framework\.adapter)\.)|(?:\b(?:org\.springframework\.aop|org\.springframework\.aop\.aspectj|org\.springframework\.aop\.framework|org\.springframework\.aop\.support|org\.springframework\.aop\.aspectj\.annotation|org\.springframework\.aop\.interceptor|org\.springframework\.aop\.target|org\.springframework\.aop\.config|org\.springframework\.aop\.framework\.autoproxy|org\.springframework\.aop\.framework\.adapter)\.[A-Za-z_$][\w$]*\b)",Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2,193,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Spring53,NA,NA,NA,NA,0
290,Set 3 - Third Party,THIRD-PARTY (SPRING jar),spring-expression.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.springframework\.expression|org\.springframework\.expression\.spel|org\.springframework\.expression\.spel\.ast|org\.springframework\.expression\.spel\.support|org\.springframework\.expression\.spel\.standard|org\.springframework\.expression\.common|org\.springframework\.expression\.common\.TemplateAwareExpressionParser\$Bracket|org\.springframework\.expression\.common\.TemplateAwareExpressionParser\$1|org\.springframework\.expression\.common\.TemplateAwareExpressionParser|org\.springframework\.expression\.ExpressionInvocationTargetException)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.springframework\.expression|org\.springframework\.expression\.spel|org\.springframework\.expression\.spel\.ast|org\.springframework\.expression\.spel\.support|org\.springframework\.expression\.spel\.standard|org\.springframework\.expression\.common|org\.springframework\.expression\.common\.TemplateAwareExpressionParser\$Bracket|org\.springframework\.expression\.common\.TemplateAwareExpressionParser\$1|org\.springframework\.expression\.common\.TemplateAwareExpressionParser|org\.springframework\.expression\.ExpressionInvocationTargetException)\.)|(?:\b(?:org\.springframework\.expression|org\.springframework\.expression\.spel|org\.springframework\.expression\.spel\.ast|org\.springframework\.expression\.spel\.support|org\.springframework\.expression\.spel\.standard|org\.springframework\.expression\.common|org\.springframework\.expression\.common\.TemplateAwareExpressionParser\$Bracket|org\.springframework\.expression\.common\.TemplateAwareExpressionParser\$1|org\.springframework\.expression\.common\.TemplateAwareExpressionParser|org\.springframework\.expression\.ExpressionInvocationTargetException)\.[A-Za-z_$][\w$]*\b)",Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2,194,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Spring53,NA,NA,NA,NA,0
292,Set 3 - Third Party,THIRD-PARTY (SPRING jar),spring-webmvc.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.springframework\.web\.servlet|org\.springframework\.web\.servlet\.mvc|org\.springframework\.web\.servlet\.view|org\.springframework\.web\.servlet\.tags|org\.springframework\.web\.servlet\.resource|org\.springframework\.web\.servlet\.config|org\.springframework\.web\.servlet\.handler|org\.springframework\.web\.servlet\.support|org\.springframework\.web\.servlet\.i18n|org\.springframework\.web\.servlet\.theme)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.springframework\.web\.servlet|org\.springframework\.web\.servlet\.mvc|org\.springframework\.web\.servlet\.view|org\.springframework\.web\.servlet\.tags|org\.springframework\.web\.servlet\.resource|org\.springframework\.web\.servlet\.config|org\.springframework\.web\.servlet\.handler|org\.springframework\.web\.servlet\.support|org\.springframework\.web\.servlet\.i18n|org\.springframework\.web\.servlet\.theme)\.)|(?:\b(?:org\.springframework\.web\.servlet|org\.springframework\.web\.servlet\.mvc|org\.springframework\.web\.servlet\.view|org\.springframework\.web\.servlet\.tags|org\.springframework\.web\.servlet\.resource|org\.springframework\.web\.servlet\.config|org\.springframework\.web\.servlet\.handler|org\.springframework\.web\.servlet\.support|org\.springframework\.web\.servlet\.i18n|org\.springframework\.web\.servlet\.theme)\.[A-Za-z_$][\w$]*\b)",Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2,195,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Spring53,NA,NA,NA,NA,0
295,Set 3 - Third Party,THIRD-PARTY (JSTL jar),standard-1.0.6-taglibs-standard-1.0.7.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.taglibs\.standard|org\.apache\.taglibs\.standard\.lang|org\.apache\.taglibs\.standard\.tag|org\.apache\.taglibs\.standard\.extra|org\.apache\.taglibs\.standard\.tlv|org\.apache\.taglibs\.standard\.tei|org\.apache\.taglibs\.standard\.resources|org\.apache\.taglibs\.standard\.Version)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.taglibs\.standard|org\.apache\.taglibs\.standard\.lang|org\.apache\.taglibs\.standard\.tag|org\.apache\.taglibs\.standard\.extra|org\.apache\.taglibs\.standard\.tlv|org\.apache\.taglibs\.standard\.tei|org\.apache\.taglibs\.standard\.resources|org\.apache\.taglibs\.standard\.Version)\.)|(?:\b(?:org\.apache\.taglibs\.standard|org\.apache\.taglibs\.standard\.lang|org\.apache\.taglibs\.standard\.tag|org\.apache\.taglibs\.standard\.extra|org\.apache\.taglibs\.standard\.tlv|org\.apache\.taglibs\.standard\.tei|org\.apache\.taglibs\.standard\.resources|org\.apache\.taglibs\.standard\.Version)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,196,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Review,NA,NA,NA,NA,0
296,Set 3 - Third Party,THIRD-PARTY (STRUTS NES jar),struts-el.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.strutsel\.taglib|org\.apache\.strutsel\.taglib\.html|org\.apache\.strutsel\.taglib\.logic|org\.apache\.strutsel\.taglib\.bean|org\.apache\.strutsel\.taglib\.utils)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.strutsel\.taglib|org\.apache\.strutsel\.taglib\.html|org\.apache\.strutsel\.taglib\.logic|org\.apache\.strutsel\.taglib\.bean|org\.apache\.strutsel\.taglib\.utils)\.)|(?:\b(?:org\.apache\.strutsel\.taglib|org\.apache\.strutsel\.taglib\.html|org\.apache\.strutsel\.taglib\.logic|org\.apache\.strutsel\.taglib\.bean|org\.apache\.strutsel\.taglib\.utils)\.[A-Za-z_$][\w$]*\b)",High,Framework EOL,"Struts 1.x is obsolete; dual-runtime goal requires migrating away from Struts 1 (e.g., Spring MVC on javax.* container) or another maintained framework.",Rewrite,Framework migration required; large code/config changes; regression testing on both runtimes.,High,5,197,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-FrameworkMigration,NA,NA,NA,NA,0
297,Set 3 - Third Party,THIRD-PARTY (STRUTS NES jar),struts-legacy.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.struts\.legacy|org\.apache\.struts\.legacy\.GenericConnection|org\.apache\.struts\.legacy\.GenericDataSource)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.struts\.legacy|org\.apache\.struts\.legacy\.GenericConnection|org\.apache\.struts\.legacy\.GenericDataSource)\.)|(?:\b(?:org\.apache\.struts\.legacy|org\.apache\.struts\.legacy\.GenericConnection|org\.apache\.struts\.legacy\.GenericDataSource)\.[A-Za-z_$][\w$]*\b)",High,Framework EOL,"Struts 1.x is obsolete; dual-runtime goal requires migrating away from Struts 1 (e.g., Spring MVC on javax.* container) or another maintained framework.",Rewrite,Framework migration required; large code/config changes; regression testing on both runtimes.,High,5,198,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-FrameworkMigration,NA,NA,NA,NA,0
304,Set 3 - Third Party,THIRD-PARTY (XML jar),xml-apis.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.xmlcommons\.Version)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.xmlcommons\.Version)\.)|(?:\b(?:org\.apache\.xmlcommons\.Version)\.[A-Za-z_$][\w$]*\b)",Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1,199,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-XML-Align,NA,NA,NA,NA,0
305,Set 3 - Third Party,THIRD-PARTY (XML jar),xmlbeans-2.3.0.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.xmlbeans|org\.apache\.xmlbeans\.impl|org\.apache\.xmlbeans\.impl\.xb|org\.apache\.xmlbeans\.impl\.store|org\.apache\.xmlbeans\.impl\.values|org\.apache\.xmlbeans\.impl\.jam|org\.apache\.xmlbeans\.impl\.common|org\.apache\.xmlbeans\.impl\.schema|org\.apache\.xmlbeans\.impl\.piccolo|org\.apache\.xmlbeans\.impl\.tool)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.xmlbeans|org\.apache\.xmlbeans\.impl|org\.apache\.xmlbeans\.impl\.xb|org\.apache\.xmlbeans\.impl\.store|org\.apache\.xmlbeans\.impl\.values|org\.apache\.xmlbeans\.impl\.jam|org\.apache\.xmlbeans\.impl\.common|org\.apache\.xmlbeans\.impl\.schema|org\.apache\.xmlbeans\.impl\.piccolo|org\.apache\.xmlbeans\.impl\.tool)\.)|(?:\b(?:org\.apache\.xmlbeans|org\.apache\.xmlbeans\.impl|org\.apache\.xmlbeans\.impl\.xb|org\.apache\.xmlbeans\.impl\.store|org\.apache\.xmlbeans\.impl\.values|org\.apache\.xmlbeans\.impl\.jam|org\.apache\.xmlbeans\.impl\.common|org\.apache\.xmlbeans\.impl\.schema|org\.apache\.xmlbeans\.impl\.piccolo|org\.apache\.xmlbeans\.impl\.tool)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,200,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Review,NA,NA,NA,NA,0
